name,slug,shortName,position,jerseyNumber,userCount,Player_id,country,marketValueCurrency,dateOfBirthTimestamp,twoMinutePenalties,technicalFaults,yellowCards,gk6mSaves,gk6mShots,shotsTaken,goals,assists,goals7m,goals6m,shots6m,fastbreakGoals,fastbreakShots,steals,blockedShots,goals9m,shots9m,breakthroughGoals,breakthroughShots,fieldTranslations,wingGoals,pivotGoals,pivotShots,firstName,lastName,saves,gkShots,gk7mGoals,gk7mShots,gk7mSaves,gkPivotSaves,gkPivotShots,gk9mSaves,gk9mShots,gkBreakthroughSaves,gkBreakthroughShots,gkFastbreakGoals,gkFastbreakShots,gkWingSaves,gkWingShots,gkGoalsConceded,secondsPlayed,gkFastbreakSaves,shots7m,team_name,team_id,home_score,away_score,start_timestamp,matchid_lineup,MatchTeamGame,gkBackcourtShots,gkBackcourtSaves
Arnar Freyr Arnarsson,arnarsson-arnar-freyr,A. F. Arnarsson,P,21,21,902455,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,826761600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فرير ارنارسون, أرنار'}, 'shortNameTranslation': {'ar': 'أ. ف. ارنارسون'}}",,,,Arnar Freyr,Arnarsson,,,,,,,,,,,,,,,,,,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Adam Morawski,morawski-adam,A. Morawski,G,1,47,902823,"{'alpha2': 'PL', 'alpha3': 'POL', 'name': 'Poland'}",EUR,782352000.0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'مورافسكي, أدم'}, 'shortNameTranslation': {'ar': 'أ. مورافسكي'}}",,,,Adam,Morawski,4.0,7.0,,,0.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,3.0,573.0,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Adrian Sipos,sipos-adrian,A. Sipos,P,8,61,912347,"{'alpha2': 'HU', 'alpha3': 'HUN', 'name': 'Hungary'}",EUR,636854400.0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1.0,1.0,,,"{'nameTranslation': {'ar': 'سيبوس, أدريان'}, 'shortNameTranslation': {'ar': 'أ. سيبوس'}}",,,1.0,Adrian,Sipos,,,,,,,,,,,,,,,,,,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Nikolaj Enderleit,enderleit-nikolaj,N. Enderleit,RB,4,8,1006705,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,866851200.0,0,0,0,0,0,6,3,1,0,2,3,0,0,0,0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
David Mandic,mandic-david,D. Mandić,LW,7,364,953826,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,874195200.0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,,,,,"{'nameTranslation': {'ar': 'مانديتش, دافيد'}, 'shortNameTranslation': {'ar': 'د. مانديتش'}}",,,,David,Mandić,,,,,,,,,,,,,,,,,,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Hans Aaron Mensing,mensing-hans-aaron,A. Mensing,LB,33,158,1067947,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,879206400.0,0,0,0,0,0,7,4,2,0,1,3,0,0,0,0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Bruno Eickhoff,eickhoff-bruno,B. Eickhoff,P,53,5,1110816,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1072742400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Mohamed Amine Darmoul,darmoul-mohamed-amine,M. A. Darmoul,CB,71,175,1097816,"{'alpha2': 'TN', 'alpha3': 'TUN', 'name': 'Tunisia'}",EUR,891475200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Mohamed Amine,Darmoul,,,,,,,,,,,,,,,,,,,,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Ian Barrufet Torrebejano,barrufet-torrebejano-ian,I. B. Torrebejano,LW,83,23,1540782,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,1084924800.0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,Away,4007,20.0,28.0,2024-09-05 17:00:00,12575506,mt-melsungen-tbv-lemgo,,
Marius Steinhauser,steinhauser-marius,M. Steinhauser,RW,19,33,806560,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,728956800.0,2,0,0,0,0,15,10,0,6,2,0,2,4,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,8.0,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Jonathan Edvardsson,edvardsson-jonathan,J. Edvardsson,CB,26,43,995768,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,860371200.0,0,0,0,0,0,4,2,0,0,2,3,0,0,0,0,,1.0,1.0,1.0,,,,,Jonathan,Edvardsson,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Lukas Stutzke,stutzke-lukas,L. Stutzke,LB,39,27,832193,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,884736000.0,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Joel Birlehm,birlehm-joel,J. Birlehm,G,35,41,830799,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,861926400.0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,8.0,25.0,5.0,6.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,,,1.0,4.0,17.0,2125.0,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Marian Michalczik,michalczik-marian,M. Michalczik,LB,22,49,835552,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,854755200.0,1,0,0,0,0,2,2,1,0,2,2,0,0,0,0,,,1.0,1.0,"{'nameTranslation': {'ar': 'ميشالزيك, ماريان'}, 'shortNameTranslation': {'ar': 'م. ميشالزيك'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Hannes Feise,feise-hannes,H. Feise,LW,56,5,871951,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,833932800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Vincent Buchner,buchner-vincent,V. Büchner,LW,74,17,894997,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,896486400.0,0,0,0,0,0,4,1,1,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Maximilian Gerbl,gerbl-maximilian,M. Gerbl,RW,28,50,902273,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,804038400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'جيربل, ماكسيميليان'}, 'shortNameTranslation': {'ar': 'م. جيربل'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Simon Gade,gade-simon,S. Gade,G,16,27,912622,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,852249600.0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'Simon Sandgrav Gade'}, 'shortNameTranslation': {'ar': 'S. S. Gade'}}",,,,,,5.0,8.0,1.0,1.0,0.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,4.0,3.0,773.0,0.0,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Uladzislau Kulesh,kulesh-uladzislau,U. Kulesh,LB,23,27,912570,"{'alpha2': 'BY', 'alpha3': 'BLR', 'name': 'Belarus'}",EUR,833241600.0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,,1.0,,,"{'nameTranslation': {'ar': 'كوليش, اولادزيسلاو'}, 'shortNameTranslation': {'ar': 'ا. كوليش'}}",,,,Uladzislau,Kulesh,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Vilhelm Poulsen,poulsen-vilhelm,V. Poulsen,RB,9,14,1000877,"{'alpha2': 'FO', 'alpha3': 'FRO', 'name': 'Faroe Islands'}",EUR,935107200.0,1,0,0,0,0,2,2,1,0,2,2,0,0,0,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Adam Nyfjall,nyfjall-adam,A. Nyfjall,P,4,9,953703,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,712368000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Martin Hanne,hanne-martin,M. Hanne,LB,42,35,966902,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,989625600.0,0,1,0,0,0,3,0,0,0,0,3,0,0,1,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Thomas Alfred Solstad,solstad-thomas-alfred,T. A. Solstad,P,44,24,996754,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,856915200.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,1.0,2.0,Thomas,Solstad,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Renars Uscins,uscins-renars,R. Uščins,RB,10,118,1102685,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1020038400.0,1,0,0,0,0,8,5,2,0,2,5,0,0,0,0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Justus Fischer,fischer-justus,J. Fischer,P,54,48,1092416,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1044489600.0,1,0,0,0,0,6,3,0,0,1,1,0,0,1,0,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,Home,5447,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Kentin Mahe,mahe-kentin,K. Mahé,CB,22,224,809093,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France'}",EUR,674870400.0,3,1,0,0,0,5,4,0,0,1,1,0,0,0,0,2.0,3.0,1.0,1.0,,,,,Kentin,Mahe,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Lukas Blohme,blohme-lukas,L. Blohme,RW,8,92,806847,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,784166400.0,0,0,0,0,0,7,5,0,1,2,0,1,1,1,0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Milos Vujovic,vujovic-milos,M. Vujović,LW,6,116,912351,"{'alpha2': 'ME', 'alpha3': 'MNE', 'name': 'Montenegro'}",EUR,747187200.0,0,0,0,0,0,11,9,0,6,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Tilen Kodrin,kodrin-tilen,T. Kodrin,LW,5,28,902603,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,768873600.0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'كودرين, تيلين'}, 'shortNameTranslation': {'ar': 'ت. كودرين'}}",1.0,,,Tilen,Kodrin,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Ellidi Vidarsson,vidarsson-ellidi-snaer,E. S. Viðarsson,P,4,133,933651,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,911088000.0,1,0,0,0,0,4,3,0,0,1,1,0,0,0,0,,,,,,,2.0,3.0,Ellidi Snaer,Vidarsson,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Giorgi Tskhovrebadze,tskhovrebadze-giorgi,G. Tskhovrebadze,RB,19,65,996587,"{'alpha2': 'GE', 'alpha3': 'GEO', 'name': 'Georgia'}",EUR,982540800.0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Stepan Zeman,zeman-stepan,Š. Zeman,P,66,8,921583,"{'alpha2': 'CZ', 'alpha3': 'CZE', 'name': 'Czechia'}",EUR,863136000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'زيمان, ستيبمان'}, 'shortNameTranslation': {'ar': 'س. زيمان'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Teitur Orn Einarsson,einarsson-teitur-orn,T. Ö. Einarsson,RB,14,57,953701,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,906508800.0,0,0,0,0,0,4,1,3,0,1,2,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Julian Koster,koster-julian,J. Köster,LB,7,207,944908,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,953164800.0,0,0,0,0,0,6,4,4,0,2,1,1,1,1,0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Kristjan Horzen,horzen-kristjan,K. Horžen,P,27,34,953778,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,944611200.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,"{'nameTranslation': {'ar': 'هورزن, كريستيان'}, 'shortNameTranslation': {'ar': 'ك. هورزن'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Miro Schluroff,schluroff-miro,M. Schluroff,LB,15,11,963242,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,956620800.0,0,0,0,0,0,3,1,0,0,1,3,0,0,0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Bertram Obling,obling-bertram,B. Obling,G,16,10,1006593,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,812073600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Ole Pregler,pregler-ole,O. Pregler,CB,23,14,1063294,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1022371200.0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Mathis Haseler,haseler-mathis,M. Häseler,RW,11,7,1022787,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1024963200.0,0,0,0,0,0,2,2,0,0,1,0,1,1,1,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Dominik Kuzmanovic,kuzmanovic-dominik,D. Kuzmanović,G,1,634,1137031,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,1029369600.0,0,0,0,11,23,0,0,0,0,0,0,0,0,1,0,,,,,,,,,Dominik,Kuzmanovic,20.0,37.0,2.0,4.0,2.0,3.0,6.0,2.0,2.0,4.0,7.0,2.0,4.0,4.0,6.0,17.0,3502.0,2.0,,Away,3994,28.0,32.0,2024-09-05 17:00:00,12575509,tsv-hannover-burgdorf-vfl-gummersbach,,
Mikael Appelgren,appelgren-mikael,M. A. Appelgren,G,1,58,808867,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,621043200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'أبيلجرين, ميكائيل'}, 'shortNameTranslation': {'ar': 'م. أبيلجرين'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Sebastian Heymann,heymann-sebastian,S. Heymann,LB,13,72,806868,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,888710400.0,1,0,1,0,0,7,6,1,0,2,2,1,1,0,0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Jannik Kohlbacher,kohlbacher-jannik,J. Kohlbacher,P,80,112,806923,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,806112000.0,1,0,0,0,0,6,5,1,0,1,1,0,0,0,0,,,1.0,1.0,"{'nameTranslation': {'ar': 'كولباخر, يانيك'}, 'shortNameTranslation': {'ar': 'ي. كولباخر'}}",,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Olle Forsell Schefvert,forsell-schefvert-olle,O. F. Schefvert,LB,25,20,894924,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,745200000.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Tim Nothdurft,nothdurft-tim,T. Nothdurft,LW,8,17,848677,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,868579200.0,0,0,0,0,0,5,3,0,0,2,1,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Arnor Snaer Oskarsson,oskarsson-arnor-snaer,A. S. Óskarsson,RB,11,58,944977,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,951177600.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Ivan Martinovic,martinovic-ivan,I. Martinović,RB,5,829,941775,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,884044800.0,1,1,0,0,0,16,10,3,2,2,3,1,2,1,0,5.0,7.0,,,,,,,Ivan,Martinović,,,,,,,,,,,,,,,,,,,4.0,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Gustav Davidsson,davidsson-gustav,G. Davidsson,LB,22,22,1476366,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,943833600.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Juri Knorr,knorr-juri,J. Knorr,CB,10,677,944907,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,957830400.0,1,1,0,0,0,5,3,0,0,1,2,0,0,0,0,1.0,2.0,1.0,2.0,,,,,Juri,Knorr,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Steven Plucnar Jacobsen,jacobsen-steven-plucnar,S. P. Jacobsen,P,9,9,944866,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,972172800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Jon Lindenchrone Andersen,lindenchrone-andersen-jon,J. L. Andersen,RB,42,16,964463,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,852163200.0,0,0,0,0,0,8,5,0,0,3,1,2,2,0,0,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
David Spath,spath-david,D. Späth,G,29,90,1067949,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1020038400.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1.0,26.0,1.0,2.0,1.0,,6.0,,10.0,,6.0,,,,3.0,25.0,3151.0,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
David More,more-david,D. Móré,LW,15,19,1182867,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1087084800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Mayer Cedric,cedric-mayer,M. Cedric,RW,19,0,1904668,{},EUR,1115856000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4004,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Domagoj Duvnjak,duvnjak-domagoj,D. Duvnjak,CB,4,2026,806703,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,581126400.0,0,1,0,0,0,7,2,1,0,1,2,0,0,1,0,1.0,5.0,2.0,3.0,"{'nameTranslation': {'ar': 'دوفنجاك, دوماغوج'}, 'shortNameTranslation': {'ar': 'د. دوفنجاك'}}",,,,Domagoj,Duvnjak,,,,,,,,,,,,,,,,,,,,Away,3980,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Andreas Wolff,wolff-andreas,A. Wolff,G,33,332,806932,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,667958400.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فولف, أندرياس'}, 'shortNameTranslation': {'ar': 'أ. فولف'}}",,,,Andreas,Wolff,2.0,32.0,2.0,4.0,2.0,,4.0,,8.0,,4.0,3.0,3.0,,3.0,30.0,3245.0,0.0,,Away,3980,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,2.0,
Patrick Wiencek,wiencek-patrick,P. Wiencek,P,17,121,806712,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,606528000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فينتسك, باتريك'}, 'shortNameTranslation': {'ar': 'ب. فينتسك'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Hendrik Pekeler,pekeler-hendrik,H. Pekeler,P,61,79,830805,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,678412800.0,2,0,1,0,0,7,4,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بيكلر, هندريك'}, 'shortNameTranslation': {'ar': 'ه. بيكلر'}}",,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,Away,3980,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
Rune Dahmke,dahmke-rune,R. Dahmke,LW,23,151,806701,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,734400000.0,0,1,0,0,0,3,2,0,0,2,0,0,0,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3980,32.0,27.0,2024-09-05 18:30:00,12575508,rhein-neckar-lowen-thw-kiel,,
